date,drug_name,units_sold
2023-01-19,Naproxen 500 mg tablet,4
2023-01-19,Gabapentin 300 mg capsule,6
2023-01-19,Sertraline 50 mg tablet,5
2023-01-19,Hydrochlorothiazide 25 mg tablet,4
2023-01-19,Insulin glargine 100 units/mL pen,0
2023-01-19,Semaglutide 0.25/0.5 mg pen,0
2023-01-19,Naloxone 4 mg nasal spray,1
2023-01-20,Lisinopril 10 mg tablet,9
2023-01-20,Amlodipine 5 mg tablet,5
2023-01-20,Losartan 50 mg tablet,4
2023-01-20,Metformin 500 mg tablet,13
2023-01-20,Glipizide 5 mg tablet,2
2023-01-20,Atorvastatin 20 mg tablet,8
2023-01-20,Simvastatin 40 mg tablet,2
2023-01-20,Levothyroxine 50 mcg tablet,4
2023-01-20,Omeprazole 20 mg capsule,4
2023-01-20,Famotidine 20 mg tablet,5
2023-01-20,Albuterol HFA inhaler,5
2023-01-20,Fluticasone nasal spray,3
2023-01-20,Cetirizine 10 mg tablet,5
2023-01-20,Amoxicillin 500 mg capsule,5
2023-01-20,Amoxicillin-clavulanate 875/125 mg tablet,3
2023-01-20,Azithromycin 250 mg tablet,3
2023-01-20,Doxycycline 100 mg capsule,4
2023-01-20,Cephalexin 500 mg capsule,5
2023-01-20,Oseltamivir 75 mg capsule,0
2023-01-20,Nirmatrelvir/ritonavir 300/100 mg pack,1
2023-01-20,Prednisone 20 mg tablet,6
2023-01-20,Ibuprofen 200 mg tablet,11
2023-01-20,Acetaminophen 500 mg tablet,18
2023-01-20,Naproxen 500 mg tablet,4
2023-01-20,Gabapentin 300 mg capsule,5
2023-01-20,Sertraline 50 mg tablet,5
2023-01-20,Hydrochlorothiazide 25 mg tablet,8
2023-01-20,Insulin glargine 100 units/mL pen,0
2023-01-20,Semaglutide 0.25/0.5 mg pen,0
2023-01-20,Naloxone 4 mg nasal spray,1
2023-01-21,Lisinopril 10 mg tablet,0
2023-01-21,Amlodipine 5 mg tablet,1
2023-01-21,Losartan 50 mg tablet,1
2023-01-21,Metformin 500 mg tablet,0
2023-01-21,Glipizide 5 mg tablet,0
2023-01-21,Atorvastatin 20 mg tablet,0
2023-01-21,Simvastatin 40 mg tablet,1
2023-01-21,Levothyroxine 50 mcg tablet,0
2023-01-21,Omeprazole 20 mg capsule,0
2023-01-21,Famotidine 20 mg tablet,0
2023-01-21,Albuterol HFA inhaler,0
2023-01-21,Fluticasone nasal spray,1
2023-01-21,Cetirizine 10 mg tablet,1
2023-01-21,Amoxicillin 500 mg capsule,0
2023-01-21,Amoxicillin-clavulanate 875/125 mg tablet,0
2023-01-21,Azithromycin 250 mg tablet,0
2023-01-21,Doxycycline 100 mg capsule,1
2023-01-21,Cephalexin 500 mg capsule,0
2023-01-21,Oseltamivir 75 mg capsule,0
2023-01-21,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-01-21,Prednisone 20 mg tablet,0
2023-01-21,Ibuprofen 200 mg tablet,0
2023-01-21,Acetaminophen 500 mg tablet,1
2023-01-21,Naproxen 500 mg tablet,0
2023-01-21,Gabapentin 300 mg capsule,0
2023-01-21,Sertraline 50 mg tablet,1
2023-01-21,Hydrochlorothiazide 25 mg tablet,1
2023-01-21,Insulin glargine 100 units/mL pen,0
2023-01-21,Semaglutide 0.25/0.5 mg pen,0
2023-01-21,Naloxone 4 mg nasal spray,0
2023-01-22,Lisinopril 10 mg tablet,1
2023-01-22,Amlodipine 5 mg tablet,1
2023-01-22,Losartan 50 mg tablet,0
2023-01-22,Metformin 500 mg tablet,0
2023-01-22,Glipizide 5 mg tablet,0
2023-01-22,Atorvastatin 20 mg tablet,1
2023-01-22,Simvastatin 40 mg tablet,0
2023-01-22,Levothyroxine 50 mcg tablet,0
2023-01-22,Omeprazole 20 mg capsule,0
2023-01-22,Famotidine 20 mg tablet,0
2023-01-22,Albuterol HFA inhaler,1
2023-01-22,Fluticasone nasal spray,1
2023-01-22,Cetirizine 10 mg tablet,0
2023-01-22,Amoxicillin 500 mg capsule,0
2023-01-22,Amoxicillin-clavulanate 875/125 mg tablet,0
2023-01-22,Azithromycin 250 mg tablet,1
2023-01-22,Doxycycline 100 mg capsule,0
2023-01-22,Cephalexin 500 mg capsule,1
2023-01-22,Oseltamivir 75 mg capsule,0
2023-01-22,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-01-22,Prednisone 20 mg tablet,1
2023-01-22,Ibuprofen 200 mg tablet,1
2023-01-22,Acetaminophen 500 mg tablet,4
2023-01-22,Naproxen 500 mg tablet,0
2023-01-22,Gabapentin 300 mg capsule,0
2023-01-22,Sertraline 50 mg tablet,0
2023-01-22,Hydrochlorothiazide 25 mg tablet,0
2023-01-22,Insulin glargine 100 units/mL pen,0
2023-01-22,Semaglutide 0.25/0.5 mg pen,0
2023-01-22,Naloxone 4 mg nasal spray,0
2023-01-23,Lisinopril 10 mg tablet,15
2023-01-23,Amlodipine 5 mg tablet,15
2023-01-23,Losartan 50 mg tablet,3
2023-01-23,Metformin 500 mg tablet,16
2023-01-23,Glipizide 5 mg tablet,2
2023-01-23,Atorvastatin 20 mg tablet,5
2023-01-23,Simvastatin 40 mg tablet,2
2023-01-23,Levothyroxine 50 mcg tablet,7
2023-01-23,Omeprazole 20 mg capsule,4
2023-01-23,Famotidine 20 mg tablet,5
2023-01-23,Albuterol HFA inhaler,3
2023-01-23,Fluticasone nasal spray,3
2023-01-23,Cetirizine 10 mg tablet,4
2023-01-23,Amoxicillin 500 mg capsule,7
2023-01-23,Amoxicillin-clavulanate 875/125 mg tablet,2
2023-01-23,Azithromycin 250 mg tablet,1
2023-01-23,Doxycycline 100 mg capsule,3
2023-01-23,Cephalexin 500 mg capsule,6
2023-01-23,Oseltamivir 75 mg capsule,3
2023-01-23,Nirmatrelvir/ritonavir 300/100 mg pack,1
2023-01-23,Prednisone 20 mg tablet,2
2023-01-23,Ibuprofen 200 mg tablet,13
2023-01-23,Acetaminophen 500 mg tablet,10
2023-01-23,Naproxen 500 mg tablet,5
2023-01-23,Gabapentin 300 mg capsule,3
2023-01-23,Sertraline 50 mg tablet,6
2023-01-23,Hydrochlorothiazide 25 mg tablet,10
2023-01-23,Insulin glargine 100 units/mL pen,1
2023-01-23,Semaglutide 0.25/0.5 mg pen,0
2023-01-23,Naloxone 4 mg nasal spray,1
2023-01-24,Lisinopril 10 mg tablet,8
2023-01-24,Amlodipine 5 mg tablet,4
2023-01-24,Losartan 50 mg tablet,8
2023-01-24,Metformin 500 mg tablet,9
2023-01-24,Glipizide 5 mg tablet,1
2023-01-24,Atorvastatin 20 mg tablet,7
2023-01-24,Simvastatin 40 mg tablet,1
2023-01-24,Levothyroxine 50 mcg tablet,3
2023-01-24,Omeprazole 20 mg capsule,6
2023-01-24,Famotidine 20 mg tablet,2
2023-01-24,Albuterol HFA inhaler,7
2023-01-24,Fluticasone nasal spray,2
2023-01-24,Cetirizine 10 mg tablet,7
2023-01-24,Amoxicillin 500 mg capsule,8
2023-01-24,Amoxicillin-clavulanate 875/125 mg tablet,6
2023-01-24,Azithromycin 250 mg tablet,5
2023-01-24,Doxycycline 100 mg capsule,5
2023-01-24,Cephalexin 500 mg capsule,4
2023-01-24,Oseltamivir 75 mg capsule,0
2023-01-24,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-01-24,Prednisone 20 mg tablet,4
2023-01-24,Ibuprofen 200 mg tablet,12
2023-01-24,Acetaminophen 500 mg tablet,13
2023-01-24,Naproxen 500 mg tablet,6
2023-01-24,Gabapentin 300 mg capsule,8
2023-01-24,Sertraline 50 mg tablet,9
2023-01-24,Hydrochlorothiazide 25 mg tablet,4
2023-01-24,Insulin glargine 100 units/mL pen,4
2023-01-24,Semaglutide 0.25/0.5 mg pen,0
2023-01-24,Naloxone 4 mg nasal spray,2
2023-01-25,Lisinopril 10 mg tablet,13
2023-01-25,Amlodipine 5 mg tablet,7
2023-01-25,Losartan 50 mg tablet,2
2023-01-25,Metformin 500 mg tablet,14
2023-01-25,Glipizide 5 mg tablet,3
2023-01-25,Atorvastatin 20 mg tablet,7
2023-01-25,Simvastatin 40 mg tablet,1
2023-01-25,Levothyroxine 50 mcg tablet,8
2023-01-25,Omeprazole 20 mg capsule,3
2023-01-25,Famotidine 20 mg tablet,5
2023-01-25,Albuterol HFA inhaler,7
2023-01-25,Fluticasone nasal spray,3
2023-01-25,Cetirizine 10 mg tablet,4
2023-01-25,Amoxicillin 500 mg capsule,5
2023-01-25,Amoxicillin-clavulanate 875/125 mg tablet,3
2023-01-25,Azithromycin 250 mg tablet,2
2023-01-25,Doxycycline 100 mg capsule,2
2023-01-25,Cephalexin 500 mg capsule,2
2023-01-25,Oseltamivir 75 mg capsule,0
2023-01-25,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-01-25,Prednisone 20 mg tablet,4
2023-01-25,Ibuprofen 200 mg tablet,14
2023-01-25,Acetaminophen 500 mg tablet,16
2023-01-25,Naproxen 500 mg tablet,1
2023-01-25,Gabapentin 300 mg capsule,2
2023-01-25,Sertraline 50 mg tablet,8
2023-01-25,Hydrochlorothiazide 25 mg tablet,9
2023-01-25,Insulin glargine 100 units/mL pen,0
2023-01-25,Semaglutide 0.25/0.5 mg pen,0
2023-01-25,Naloxone 4 mg nasal spray,0
2023-01-26,Lisinopril 10 mg tablet,14
2023-01-26,Amlodipine 5 mg tablet,6
2023-01-26,Losartan 50 mg tablet,5
2023-01-26,Metformin 500 mg tablet,9
2023-01-26,Glipizide 5 mg tablet,6
2023-01-26,Atorvastatin 20 mg tablet,9
2023-01-26,Simvastatin 40 mg tablet,2
2023-01-26,Levothyroxine 50 mcg tablet,7
2023-01-26,Omeprazole 20 mg capsule,8
2023-01-26,Famotidine 20 mg tablet,4
2023-01-26,Albuterol HFA inhaler,5
2023-01-26,Fluticasone nasal spray,8
2023-01-26,Cetirizine 10 mg tablet,5
2023-01-26,Amoxicillin 500 mg capsule,8
2023-01-26,Amoxicillin-clavulanate 875/125 mg tablet,6
2023-01-26,Azithromycin 250 mg tablet,4
2023-01-26,Doxycycline 100 mg capsule,2
2023-01-26,Cephalexin 500 mg capsule,3
2023-01-26,Oseltamivir 75 mg capsule,0
2023-01-26,Nirmatrelvir/ritonavir 300/100 mg pack,1
2023-01-26,Prednisone 20 mg tablet,5
2023-01-26,Ibuprofen 200 mg tablet,15
2023-01-26,Acetaminophen 500 mg tablet,18
2023-01-26,Naproxen 500 mg tablet,6
2023-01-26,Gabapentin 300 mg capsule,10
2023-01-26,Sertraline 50 mg tablet,5
2023-01-26,Hydrochlorothiazide 25 mg tablet,4
2023-01-26,Insulin glargine 100 units/mL pen,1
2023-01-26,Semaglutide 0.25/0.5 mg pen,0
2023-01-26,Naloxone 4 mg nasal spray,0
2023-01-27,Lisinopril 10 mg tablet,9
2023-01-27,Amlodipine 5 mg tablet,7
2023-01-27,Losartan 50 mg tablet,8
2023-01-27,Metformin 500 mg tablet,10
2023-01-27,Glipizide 5 mg tablet,5
2023-01-27,Atorvastatin 20 mg tablet,3
2023-01-27,Simvastatin 40 mg tablet,7
2023-01-27,Levothyroxine 50 mcg tablet,1
2023-01-27,Omeprazole 20 mg capsule,6
2023-01-27,Famotidine 20 mg tablet,4
2023-01-27,Albuterol HFA inhaler,6
2023-01-27,Fluticasone nasal spray,1
2023-01-27,Cetirizine 10 mg tablet,2
2023-01-27,Amoxicillin 500 mg capsule,4
2023-01-27,Amoxicillin-clavulanate 875/125 mg tablet,3
2023-01-27,Azithromycin 250 mg tablet,5
2023-01-27,Doxycycline 100 mg capsule,2
2023-01-27,Cephalexin 500 mg capsule,5
2023-01-27,Oseltamivir 75 mg capsule,0
2023-01-27,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-01-27,Prednisone 20 mg tablet,3
2023-01-27,Ibuprofen 200 mg tablet,8
2023-01-27,Acetaminophen 500 mg tablet,11
2023-01-27,Naproxen 500 mg tablet,3
2023-01-27,Gabapentin 300 mg capsule,4
2023-01-27,Sertraline 50 mg tablet,5
2023-01-27,Hydrochlorothiazide 25 mg tablet,3
2023-01-27,Insulin glargine 100 units/mL pen,0
2023-01-27,Semaglutide 0.25/0.5 mg pen,0
2023-01-27,Naloxone 4 mg nasal spray,0
2023-01-28,Lisinopril 10 mg tablet,0
2023-01-28,Amlodipine 5 mg tablet,1
2023-01-28,Losartan 50 mg tablet,0
2023-01-28,Metformin 500 mg tablet,0
2023-01-28,Glipizide 5 mg tablet,0
2023-01-28,Atorvastatin 20 mg tablet,1
2023-01-28,Simvastatin 40 mg tablet,1
2023-01-28,Levothyroxine 50 mcg tablet,0
2023-01-28,Omeprazole 20 mg capsule,3
2023-01-28,Famotidine 20 mg tablet,0
2023-01-28,Albuterol HFA inhaler,0
2023-01-28,Fluticasone nasal spray,0
2023-01-28,Cetirizine 10 mg tablet,0
2023-01-28,Amoxicillin 500 mg capsule,2
2023-01-28,Amoxicillin-clavulanate 875/125 mg tablet,1
2023-01-28,Azithromycin 250 mg tablet,0
2023-01-28,Doxycycline 100 mg capsule,0
2023-01-28,Cephalexin 500 mg capsule,0
2023-01-28,Oseltamivir 75 mg capsule,0
2023-01-28,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-01-28,Prednisone 20 mg tablet,0
2023-01-28,Ibuprofen 200 mg tablet,0
2023-01-28,Acetaminophen 500 mg tablet,1
2023-01-28,Naproxen 500 mg tablet,0
2023-01-28,Gabapentin 300 mg capsule,0
2023-01-28,Sertraline 50 mg tablet,2
2023-01-28,Hydrochlorothiazide 25 mg tablet,0
2023-01-28,Insulin glargine 100 units/mL pen,0
2023-01-28,Semaglutide 0.25/0.5 mg pen,0
2023-01-28,Naloxone 4 mg nasal spray,0
2023-01-29,Lisinopril 10 mg tablet,0
2023-01-29,Amlodipine 5 mg tablet,0
2023-01-29,Losartan 50 mg tablet,0
2023-01-29,Metformin 500 mg tablet,1
2023-01-29,Glipizide 5 mg tablet,1
2023-01-29,Atorvastatin 20 mg tablet,0
2023-01-29,Simvastatin 40 mg tablet,0
2023-01-29,Levothyroxine 50 mcg tablet,0
2023-01-29,Omeprazole 20 mg capsule,0
2023-01-29,Famotidine 20 mg tablet,0
2023-01-29,Albuterol HFA inhaler,0
2023-01-29,Fluticasone nasal spray,0
2023-01-29,Cetirizine 10 mg tablet,1
2023-01-29,Amoxicillin 500 mg capsule,1
2023-01-29,Amoxicillin-clavulanate 875/125 mg tablet,0
2023-01-29,Azithromycin 250 mg tablet,0
2023-01-29,Doxycycline 100 mg capsule,0
2023-01-29,Cephalexin 500 mg capsule,0
2023-01-29,Oseltamivir 75 mg capsule,0
2023-01-29,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-01-29,Prednisone 20 mg tablet,0
2023-01-29,Ibuprofen 200 mg tablet,0
2023-01-29,Acetaminophen 500 mg tablet,0
2023-01-29,Naproxen 500 mg tablet,2
2023-01-29,Gabapentin 300 mg capsule,2
2023-01-29,Sertraline 50 mg tablet,1
2023-01-29,Hydrochlorothiazide 25 mg tablet,0
2023-01-29,Insulin glargine 100 units/mL pen,0
2023-01-29,Semaglutide 0.25/0.5 mg pen,0
2023-01-29,Naloxone 4 mg nasal spray,0
2023-01-30,Lisinopril 10 mg tablet,6
2023-01-30,Amlodipine 5 mg tablet,6
2023-01-30,Losartan 50 mg tablet,10
2023-01-30,Metformin 500 mg tablet,16
2023-01-30,Glipizide 5 mg tablet,2
2023-01-30,Atorvastatin 20 mg tablet,2
2023-01-30,Simvastatin 40 mg tablet,1
2023-01-30,Levothyroxine 50 mcg tablet,8
2023-01-30,Omeprazole 20 mg capsule,6
2023-01-30,Famotidine 20 mg tablet,5
2023-01-30,Albuterol HFA inhaler,3
2023-01-30,Fluticasone nasal spray,4
2023-01-30,Cetirizine 10 mg tablet,3
2023-01-30,Amoxicillin 500 mg capsule,9
2023-01-30,Amoxicillin-clavulanate 875/125 mg tablet,3
2023-01-30,Azithromycin 250 mg tablet,8
2023-01-30,Doxycycline 100 mg capsule,3
2023-01-30,Cephalexin 500 mg capsule,5
2023-01-30,Oseltamivir 75 mg capsule,2
2023-01-30,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-01-30,Prednisone 20 mg tablet,6
2023-01-30,Ibuprofen 200 mg tablet,15
2023-01-30,Acetaminophen 500 mg tablet,15
2023-01-30,Naproxen 500 mg tablet,10
2023-01-30,Gabapentin 300 mg capsule,6
2023-01-30,Sertraline 50 mg tablet,4
2023-01-30,Hydrochlorothiazide 25 mg tablet,10
2023-01-30,Insulin glargine 100 units/mL pen,1
2023-01-30,Semaglutide 0.25/0.5 mg pen,0
2023-01-30,Naloxone 4 mg nasal spray,0
2023-01-31,Lisinopril 10 mg tablet,5
2023-01-31,Amlodipine 5 mg tablet,9
2023-01-31,Losartan 50 mg tablet,7
2023-01-31,Metformin 500 mg tablet,14
2023-01-31,Glipizide 5 mg tablet,4
2023-01-31,Atorvastatin 20 mg tablet,8
2023-01-31,Simvastatin 40 mg tablet,0
2023-01-31,Levothyroxine 50 mcg tablet,9
2023-01-31,Omeprazole 20 mg capsule,3
2023-01-31,Famotidine 20 mg tablet,2
2023-01-31,Albuterol HFA inhaler,5
2023-01-31,Fluticasone nasal spray,3
2023-01-31,Cetirizine 10 mg tablet,7
2023-01-31,Amoxicillin 500 mg capsule,8
2023-01-31,Amoxicillin-clavulanate 875/125 mg tablet,5
2023-01-31,Azithromycin 250 mg tablet,5
2023-01-31,Doxycycline 100 mg capsule,7
2023-01-31,Cephalexin 500 mg capsule,7
2023-01-31,Oseltamivir 75 mg capsule,0
2023-01-31,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-01-31,Prednisone 20 mg tablet,1
2023-01-31,Ibuprofen 200 mg tablet,14
2023-01-31,Acetaminophen 500 mg tablet,18
2023-01-31,Naproxen 500 mg tablet,3
2023-01-31,Gabapentin 300 mg capsule,1
2023-01-31,Sertraline 50 mg tablet,7
2023-01-31,Hydrochlorothiazide 25 mg tablet,4
2023-01-31,Insulin glargine 100 units/mL pen,2
2023-01-31,Semaglutide 0.25/0.5 mg pen,0
2023-01-31,Naloxone 4 mg nasal spray,1
2023-02-01,Lisinopril 10 mg tablet,10
2023-02-01,Amlodipine 5 mg tablet,7
2023-02-01,Losartan 50 mg tablet,5
2023-02-01,Metformin 500 mg tablet,7
2023-02-01,Glipizide 5 mg tablet,3
2023-02-01,Atorvastatin 20 mg tablet,5
2023-02-01,Simvastatin 40 mg tablet,1
2023-02-01,Levothyroxine 50 mcg tablet,10
2023-02-01,Omeprazole 20 mg capsule,8
2023-02-01,Famotidine 20 mg tablet,2
2023-02-01,Albuterol HFA inhaler,9
2023-02-01,Fluticasone nasal spray,9
2023-02-01,Cetirizine 10 mg tablet,4
2023-02-01,Amoxicillin 500 mg capsule,3
2023-02-01,Amoxicillin-clavulanate 875/125 mg tablet,2
2023-02-01,Azithromycin 250 mg tablet,6
2023-02-01,Doxycycline 100 mg capsule,5
2023-02-01,Cephalexin 500 mg capsule,2
2023-02-01,Oseltamivir 75 mg capsule,1
2023-02-01,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-02-01,Prednisone 20 mg tablet,2
2023-02-01,Ibuprofen 200 mg tablet,13
2023-02-01,Acetaminophen 500 mg tablet,19
2023-02-01,Naproxen 500 mg tablet,4
2023-02-01,Gabapentin 300 mg capsule,1
2023-02-01,Sertraline 50 mg tablet,3
2023-02-01,Hydrochlorothiazide 25 mg tablet,7
2023-02-01,Insulin glargine 100 units/mL pen,0
2023-02-01,Semaglutide 0.25/0.5 mg pen,0
2023-02-01,Naloxone 4 mg nasal spray,0
2023-02-02,Lisinopril 10 mg tablet,8
2023-02-02,Amlodipine 5 mg tablet,9
2023-02-02,Losartan 50 mg tablet,5
2023-02-02,Metformin 500 mg tablet,10
2023-02-02,Glipizide 5 mg tablet,3
2023-02-02,Atorvastatin 20 mg tablet,8
2023-02-02,Simvastatin 40 mg tablet,7
2023-02-02,Levothyroxine 50 mcg tablet,7
2023-02-02,Omeprazole 20 mg capsule,8
2023-02-02,Famotidine 20 mg tablet,3
2023-02-02,Albuterol HFA inhaler,6
2023-02-02,Fluticasone nasal spray,3
2023-02-02,Cetirizine 10 mg tablet,8
2023-02-02,Amoxicillin 500 mg capsule,4
2023-02-02,Amoxicillin-clavulanate 875/125 mg tablet,4
2023-02-02,Azithromycin 250 mg tablet,6
2023-02-02,Doxycycline 100 mg capsule,3
2023-02-02,Cephalexin 500 mg capsule,7
2023-02-02,Oseltamivir 75 mg capsule,1
2023-02-02,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-02-02,Prednisone 20 mg tablet,4
2023-02-02,Ibuprofen 200 mg tablet,14
2023-02-02,Acetaminophen 500 mg tablet,19
2023-02-02,Naproxen 500 mg tablet,6
2023-02-02,Gabapentin 300 mg capsule,4
2023-02-02,Sertraline 50 mg tablet,4
2023-02-02,Hydrochlorothiazide 25 mg tablet,3
2023-02-02,Insulin glargine 100 units/mL pen,1
2023-02-02,Semaglutide 0.25/0.5 mg pen,0
2023-02-02,Naloxone 4 mg nasal spray,0
2023-02-03,Lisinopril 10 mg tablet,9
2023-02-03,Amlodipine 5 mg tablet,8
2023-02-03,Losartan 50 mg tablet,3
2023-02-03,Metformin 500 mg tablet,8
2023-02-03,Glipizide 5 mg tablet,3
2023-02-03,Atorvastatin 20 mg tablet,5
2023-02-03,Simvastatin 40 mg tablet,8
2023-02-03,Levothyroxine 50 mcg tablet,11
2023-02-03,Omeprazole 20 mg capsule,3
2023-02-03,Famotidine 20 mg tablet,4
2023-02-03,Albuterol HFA inhaler,4
2023-02-03,Fluticasone nasal spray,4
2023-02-03,Cetirizine 10 mg tablet,6
2023-02-03,Amoxicillin 500 mg capsule,4
2023-02-03,Amoxicillin-clavulanate 875/125 mg tablet,5
2023-02-03,Azithromycin 250 mg tablet,3
2023-02-03,Doxycycline 100 mg capsule,5
2023-02-03,Cephalexin 500 mg capsule,5
2023-02-03,Oseltamivir 75 mg capsule,1
2023-02-03,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-02-03,Prednisone 20 mg tablet,3
2023-02-03,Ibuprofen 200 mg tablet,14
2023-02-03,Acetaminophen 500 mg tablet,17
2023-02-03,Naproxen 500 mg tablet,3
2023-02-03,Gabapentin 300 mg capsule,3
2023-02-03,Sertraline 50 mg tablet,7
2023-02-03,Hydrochlorothiazide 25 mg tablet,8
2023-02-03,Insulin glargine 100 units/mL pen,0
2023-02-03,Semaglutide 0.25/0.5 mg pen,0
2023-02-03,Naloxone 4 mg nasal spray,0
2023-02-04,Lisinopril 10 mg tablet,1
2023-02-04,Amlodipine 5 mg tablet,2
2023-02-04,Losartan 50 mg tablet,1
2023-02-04,Metformin 500 mg tablet,0
2023-02-04,Glipizide 5 mg tablet,0
2023-02-04,Atorvastatin 20 mg tablet,0
2023-02-04,Simvastatin 40 mg tablet,1
2023-02-04,Levothyroxine 50 mcg tablet,0
2023-02-04,Omeprazole 20 mg capsule,1
2023-02-04,Famotidine 20 mg tablet,0
2023-02-04,Albuterol HFA inhaler,1
2023-02-04,Fluticasone nasal spray,0
2023-02-04,Cetirizine 10 mg tablet,0
2023-02-04,Amoxicillin 500 mg capsule,1
2023-02-04,Amoxicillin-clavulanate 875/125 mg tablet,1
2023-02-04,Azithromycin 250 mg tablet,0
2023-02-04,Doxycycline 100 mg capsule,0
2023-02-04,Cephalexin 500 mg capsule,1
2023-02-04,Oseltamivir 75 mg capsule,0
2023-02-04,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-02-04,Prednisone 20 mg tablet,0
2023-02-04,Ibuprofen 200 mg tablet,0
2023-02-04,Acetaminophen 500 mg tablet,0
2023-02-04,Naproxen 500 mg tablet,0
2023-02-04,Gabapentin 300 mg capsule,1
2023-02-04,Sertraline 50 mg tablet,0
2023-02-04,Hydrochlorothiazide 25 mg tablet,0
2023-02-04,Insulin glargine 100 units/mL pen,1
2023-02-04,Semaglutide 0.25/0.5 mg pen,0
2023-02-04,Naloxone 4 mg nasal spray,0
2023-02-05,Lisinopril 10 mg tablet,0
2023-02-05,Amlodipine 5 mg tablet,0
2023-02-05,Losartan 50 mg tablet,0
2023-02-05,Metformin 500 mg tablet,0
2023-02-05,Glipizide 5 mg tablet,0
2023-02-05,Atorvastatin 20 mg tablet,1
2023-02-05,Simvastatin 40 mg tablet,0
2023-02-05,Levothyroxine 50 mcg tablet,0
2023-02-05,Omeprazole 20 mg capsule,0
2023-02-05,Famotidine 20 mg tablet,0
2023-02-05,Albuterol HFA inhaler,0
2023-02-05,Fluticasone nasal spray,0
2023-02-05,Cetirizine 10 mg tablet,0
2023-02-05,Amoxicillin 500 mg capsule,0
2023-02-05,Amoxicillin-clavulanate 875/125 mg tablet,0
2023-02-05,Azithromycin 250 mg tablet,0
2023-02-05,Doxycycline 100 mg capsule,0
2023-02-05,Cephalexin 500 mg capsule,0
2023-02-05,Oseltamivir 75 mg capsule,0
2023-02-05,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-02-05,Prednisone 20 mg tablet,2
2023-02-05,Ibuprofen 200 mg tablet,0
2023-02-05,Acetaminophen 500 mg tablet,2
2023-02-05,Naproxen 500 mg tablet,0
2023-02-05,Gabapentin 300 mg capsule,1
2023-02-05,Sertraline 50 mg tablet,0
2023-02-05,Hydrochlorothiazide 25 mg tablet,0
2023-02-05,Insulin glargine 100 units/mL pen,0
2023-02-05,Semaglutide 0.25/0.5 mg pen,0
2023-02-05,Naloxone 4 mg nasal spray,0
2023-02-06,Lisinopril 10 mg tablet,8
2023-02-06,Amlodipine 5 mg tablet,11
2023-02-06,Losartan 50 mg tablet,7
2023-02-06,Metformin 500 mg tablet,8
2023-02-06,Glipizide 5 mg tablet,3
2023-02-06,Atorvastatin 20 mg tablet,8
2023-02-06,Simvastatin 40 mg tablet,2
2023-02-06,Levothyroxine 50 mcg tablet,3
2023-02-06,Omeprazole 20 mg capsule,6
2023-02-06,Famotidine 20 mg tablet,6
2023-02-06,Albuterol HFA inhaler,9
2023-02-06,Fluticasone nasal spray,7
2023-02-06,Cetirizine 10 mg tablet,11
2023-02-06,Amoxicillin 500 mg capsule,6
2023-02-06,Amoxicillin-clavulanate 875/125 mg tablet,5
2023-02-06,Azithromycin 250 mg tablet,5
2023-02-06,Doxycycline 100 mg capsule,5
2023-02-06,Cephalexin 500 mg capsule,5
2023-02-06,Oseltamivir 75 mg capsule,2
2023-02-06,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-02-06,Prednisone 20 mg tablet,5
2023-02-06,Ibuprofen 200 mg tablet,14
2023-02-06,Acetaminophen 500 mg tablet,12
2023-02-06,Naproxen 500 mg tablet,4
2023-02-06,Gabapentin 300 mg capsule,7
2023-02-06,Sertraline 50 mg tablet,6
2023-02-06,Hydrochlorothiazide 25 mg tablet,5
2023-02-06,Insulin glargine 100 units/mL pen,2
2023-02-06,Semaglutide 0.25/0.5 mg pen,0
2023-02-06,Naloxone 4 mg nasal spray,0
2023-02-07,Lisinopril 10 mg tablet,12
2023-02-07,Amlodipine 5 mg tablet,10
2023-02-07,Losartan 50 mg tablet,5
2023-02-07,Metformin 500 mg tablet,13
2023-02-07,Glipizide 5 mg tablet,4
2023-02-07,Atorvastatin 20 mg tablet,5
2023-02-07,Simvastatin 40 mg tablet,1
2023-02-07,Levothyroxine 50 mcg tablet,6
2023-02-07,Omeprazole 20 mg capsule,10
2023-02-07,Famotidine 20 mg tablet,2
2023-02-07,Albuterol HFA inhaler,10
2023-02-07,Fluticasone nasal spray,2
2023-02-07,Cetirizine 10 mg tablet,7
2023-02-07,Amoxicillin 500 mg capsule,7
2023-02-07,Amoxicillin-clavulanate 875/125 mg tablet,3
2023-02-07,Azithromycin 250 mg tablet,2
